0,106
1,135
2,0
3,7
4,48
5,80
5,18
5,111
5,47
5,19
5,91
5,76
5,24
5,92
6,46
7,0
8,0
9,71
9,21
9,121
10,64
11,0
12,49
13,28
14,78
14,29
14,16
14,77
14,75
14,59
15,0
16,131
17,0
18,6
18,21
18,121
19,10
19,21
19,121
20,43
20,21
20,121
21,46
22,10
22,21
22,121
23,20
24,21
24,121
25,93
25,21
25,121
26,128
27,0
28,21
28,121
29,64
30,79
31,69
31,21
31,121
32,44
33,68
33,21
33,121
34,0
35,66
35,21
35,121
36,67
36,21
36,121
37,64
38,65
38,21
38,121
39,79
40,88
41,0
42,64
43,56
43,21
43,121
44,44
45,79
46,54
46,21
46,121
47,44
48,51
48,21
48,121
49,0
50,64
51,68
51,21
51,121
52,62
53,22
54,26
55,70
55,21
55,121
56,0
57,89
58,63
58,21
58,121
59,74
60,99
61,97
62,0
63,64
64,5
64,21
64,121
65,0
66,15
66,21
66,121
67,85
68,0
69,21
69,121
70,56
70,21
70,121
71,60
71,21
71,121
72,0
73,55
74,89
75,64
76,64
77,64
78,0
79,0
80,0
81,79
82,132
82,61
83,14
84,64
85,0
86,123
87,14
88,84
89,123
90,9
91,9
92,0
93,0
94,126
95,109
96,34
97,9
98,0
99,128
100,34
101,88
102,88
103,0
104,88
105,0
106,88
107,88
108,72
109,130
110,0
111,130
112,30
113,17
114,12
114,110
114,3
114,25
115,36
116,0
117,0
118,8
119,36
120,17
121,0
122,35
122,125
123,120
124,0
125,0
126,0
127,57
128,0
129,127
130,127
131,37
132,94
133,0
134,94
135,50
136,113
137,37
138,116
139,40
140,113
141,83
142,2
143,83
144,2
145,104
146,104
147,0
148,104
149,0
150,0
151,0
152,0
153,95
154,0
155,53
156,39
157,117
158,115
159,117
160,41
161,0
162,118
163,0
164,0
165,0
166,86
167,102
167,107
167,103
168,0
169,0
170,0
171,0
172,42
173,0
174,0
175,31
176,45
176,112
176,129
177,27
178,0
179,27
180,27
181,90
182,0
183,0
184,0
185,133
185,73
185,32
186,124
187,0
188,52
189,134
190,0
191,0
192,13
193,38
194,0
195,96
196,87
197,113
198,0
199,46
200,46
201,101
202,105
203,4
203,1
204,0
205,46
206,118
207,119
208,108
209,46
210,0
211,118
212,0
213,0
214,0
215,100
216,0
217,0
218,0
219,0
220,98
221,82
222,0
223,0
224,0
225,0
226,118
227,53
228,0
229,82
230,118
231,118
232,82
233,11
234,0
235,0
236,82
237,0
238,0
239,0
240,81
241,58
242,58
243,0
244,114
245,0
246,33
247,122
248,23
249,0
